"Species","Ti","Acc","gene"
"Thelypteris confluens","Thelypteris confluens voucher CHR:688829 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KT626846","rbcL"
"Toxicodendron radicans","Toxicodendron radicans voucher FLAS:Majure 4904 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KY627049","rbcL"
"Trachypogon spicatus","Trachypogon spicatus voucher HodkinsonK579 TCD ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","EF125123","rbcL"
"Tradescantia bracteata","Tradescantia bracteata ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526813","rbcL"
"Tradescantia occidentalis","Tradescantia occidentalis voucher CCDB-23363-E07 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG227849","rbcL"
"Tragopogon dubius","Tragopogon dubius ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526816","rbcL"
"Triadenum fraseri","Triadenum fraseri voucher JEM 087 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249092","rbcL"
"Hypericum fraseri","Hypericum fraseri voucher Atha 8306 (NY) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid","KF724271","rbcL"
"Trientalis borealis","Trientalis borealis voucher K. Cameron 2157 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG950626","rbcL"
"Trifolium arvense","Trifolium arvense voucher GPAGA 241 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","OL434773","rbcL"
"Trifolium hybridum","Trifolium hybridum ribulose 1,5-bisphosphate carboxylaseoxygenase large subunit (rbcL) gene, partial cds; chloroplast","MN601501","rbcL"
"Trifolium pratense","Trifolium pratense voucher FM19.leaf ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid","OR381724","rbcL"
"Trifolium repens","Trifolium repens voucher Jonathan D. Amith 2577 (MEXU, US) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","OP710592","rbcL"
"Turritis glabra","Turritis glabra voucher XJ-137 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MT930968","rbcL"
"Arabis glabra","Arabis glabra ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","DQ310542","rbcL"
"Typha angustifolia","Typha angustifolia voucher 11CS3675 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MN205154","rbcL"
"Typha latifolia","Typha latifolia voucher FLAS:Majure 5187 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KY627270","rbcL"
"Cattail chloroplast","Cattail chloroplast ribulosebisphosphate carboxylase (rbcL) gene, 3' end","M91634","rbcL"
"Ulmus americana","Ulmus americana voucher JAG 0847 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249678","rbcL"
"Ulmus pumila","Ulmus pumila voucher NiuYL143 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MN205256","rbcL"
"Urtica dioica","Urtica dioica voucher DAOM:220703 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MW011026","rbcL"
"Uvularia sessilifolia","Uvularia sessilifolia voucher 71171HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG227047","rbcL"
"Vaccinium angustifolium","Vaccinium angustifolium voucher MT00186588 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG224408","rbcL"
"Vaccinium myrtilloides","Vaccinium myrtilloides voucher NTW 948 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG222494","rbcL"
"Verbascum thapsus","Verbascum thapsus voucher Ge130222 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MT931684","rbcL"
"Verbena bracteata","Verbena bracteata voucher 69635HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG224703","rbcL"
"Verbena hastata","Verbena hastata voucher MT00186594 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG224520","rbcL"
"Verbena stricta","Verbena stricta voucher AP251a ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","HQ590319","rbcL"
"Vernonia fasciculata","Vernonia fasciculata voucher CCDB-24798-F01 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG222659","rbcL"
"Veronicastrum virginicum","Veronicastrum virginicum voucher 57822HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG224100","rbcL"
"Viburnum lentago","Viburnum lentago voucher AP051-b ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","HQ590326","rbcL"
"Vicia sativa","Vicia sativa ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","OP564964","rbcL"
"Vicia villosa","Vicia villosa voucher KVA_RDA-2018-035 ribulose,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MW373001","rbcL"
"Viola macloskeyi","Viola macloskeyi voucher 77461HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG248579","rbcL"
"Viola palustris","Viola palustris voucher CCDB-18358-A11 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG248391","rbcL"
"Viola pedata","Viola pedata voucher 92482HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249056","rbcL"
"Viola pedatifida","Viola pedatifida voucher 83275aHIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG246943","rbcL"
"Viola selkirkii","Viola selkirkii isolate DNAS-4E6-6QGD ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds","MT937081","rbcL"
"Vitis riparia","Vitis riparia voucher JAG 0504WP ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG248459","rbcL"
"Vitis vulpina","Vitis vulpina ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KJ773985","rbcL"
"Zanthoxylum americanum","Zanthoxylum americanum voucher CCDB-23111-C05 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG248730","rbcL"
"Zizia aptera","Zizia aptera ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526885","rbcL"
"Zizia aurea","Zizia aurea voucher CCDB-18321-C6 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG223980","rbcL"
