"Species","Ti","Acc","gene"
"Verbascum thapsus","Verbascum thapsus isolate 309 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK954380","rbcL"
"Verbena bracteata","Verbena bracteata voucher 52418HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG222795","rbcL"
"Verbena hastata","Verbena hastata voucher MT00186594 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG224520","rbcL"
"Verbena stricta","Verbena stricta voucher AP251a ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","HQ590319","rbcL"
"Vernonia fasciculata","Vernonia fasciculata voucher CCDB-24798-F01 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG222659","rbcL"
"Veronicastrum virginicum","Veronicastrum virginicum voucher 57822HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG224100","rbcL"
"Viburnum lentago","Viburnum lentago voucher AP051-b ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","HQ590326","rbcL"
"Vicia sativa","Vicia sativa subsp. nigra voucher KVA_RDA-2017-025 ribulose,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MW373047","rbcL"
"Vicia villosa","Vicia villosa voucher KVA_RDA-2018-035 ribulose,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MW373001","rbcL"
"Viola macloskeyi","Viola macloskeyi voucher 77461HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG248579","rbcL"
"Viola palustris","Viola palustris voucher CCDB-18358-A11 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG248391","rbcL"
"Viola pedata","Viola pedata voucher 92482HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249056","rbcL"
"Viola pedatifida","Viola pedatifida voucher 83275aHIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG246943","rbcL"
"Viola selkirkii","Viola selkirkii isolate DNAS-4E6-6QGD ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds","MT937081","rbcL"
"Vitis vulpina","Vitis vulpina ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KJ773985","rbcL"
"Zanthoxylum americanum","Zanthoxylum americanum voucher CCDB-23111-C05 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG248730","rbcL"
"Zizia aptera","Zizia aptera ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526885","rbcL"
"Zizia aurea","Zizia aurea voucher CCDB-18321-C6 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG223980","rbcL"
